province,district,ward,lat,long
Kon Tum,Đắk Glei,TT. Đắk Glei,15.0299667034126,107.758311858829
Kon Tum,Đắk Glei,Xốp,15.0749925702974,107.834935926497
Kon Tum,Đắk Hà,Đắk Hring,14.5961730479372,107.933106713117
Kon Tum,Đắk Hà,Đắk La,14.4437553995348,107.944973709727
Kon Tum,Đắk Hà,Đắk Long,14.660982770256,107.916123558159
Kon Tum,Đắk Hà,Đắk Mar,14.5400085869512,107.909623647904
Kon Tum,Đắk Hà,Đắk Ngọk,14.5376643502802,107.962865561429
Kon Tum,Đắk Hà,Đắk Pxi,14.7324393544053,108.025882559049
Kon Tum,Đắk Hà,Đắk Ui,14.6046043139415,108.026613404153
Kon Tum,Đắk Hà,Hà Mòn,14.4695716874476,107.909515198072
Kon Tum,Đắk Hà,Ngọk Réo,14.4910016927782,108.060574271376
Kon Tum,Đắk Hà,Ngọk Wang,14.5025233108147,108.000696682024
Kon Tum,Đắk Hà,TT. Đắk Hà,14.5119798125927,107.919758019821
Kon Tum,Đắk Tô,Đắk Rơ Nga,14.7692885897311,107.757785294924
Kon Tum,Đắk Tô,Đắk Trăm,14.7756905548145,107.849601097609
Kon Tum,Đắk Tô,Diên Bình,14.6038676549099,107.874243419513
Kon Tum,Đắk Tô,Kon Đào,14.7111209859088,107.847673185584
Kon Tum,Đắk Tô,Ngọk Tụ,14.7190689602121,107.789101892983
Kon Tum,Đắk Tô,Pô Cô,14.5861807683193,107.813874285708
Kon Tum,Đắk Tô,Tân Cảnh,14.6578824285398,107.777672667796
Kon Tum,Đắk Tô,TT. Đắk Tô,14.6544195171517,107.846987765546
Kon Tum,Đắk Tô,Văn Lem,14.736950351498,107.8942421953
Kon Tum,Ia H' Drai,Ia Dal,14.1024959764236,107.402878942142
Kon Tum,Ia H' Drai,Ia Dom,14.2330646647282,107.488700098091
Kon Tum,Ia H' Drai,Ia Tơi,14.0976347937939,107.556721267189
Kon Tum,Kon Plông,Đắk Long,14.6125303246538,108.321140850177
Kon Tum,Kon Plông,Đắk Nên,14.9962623956836,108.213623830809
Kon Tum,Kon Plông,Đắk Ring,14.9012214812154,108.262833559479
Kon Tum,Kon Plông,Đắk Tăng,14.7814169303133,108.223088676898
Kon Tum,Kon Plông,Hiếu,14.624930337973,108.454281287972
Kon Tum,Kon Plông,Măng Buk,14.8871141766511,108.179662267236
Kon Tum,Kon Plông,Măng Cành,14.6797229844411,108.286434485549
Kon Tum,Kon Plông,Ngok Tem,14.7932732689798,108.354728784463
Kon Tum,Kon Plông,Pờ Ê,14.7437492498391,108.470461861607
Kon Tum,Kon Rẫy,Đắk Kôi,14.6609055415816,108.14954709486
Kon Tum,Kon Rẫy,Đắk Pne,14.4786333181134,108.30237714061
Kon Tum,Kon Rẫy,Đắk Ruồng,14.4362328761567,108.169503078291
Kon Tum,Kon Rẫy,Đắk Tơ Lung,14.5398097320598,108.159763994761
Kon Tum,Kon Rẫy,Đắk Tơ Re,14.4096277384349,108.118742486522
Kon Tum,Kon Rẫy,Tân Lập,14.4641286476782,108.223883330982
Kon Tum,Kon Rẫy,TT. Đắk Rve,14.5361925233756,108.25196468822
Kon Tum,Kon Tum,Chư H'reng,14.2986420456574,108.02971107996
Kon Tum,Kon Tum,Đắk Blà,14.3706977449277,108.059514995845
Kon Tum,Kon Tum,Đắk Cấm,14.4173198770726,108.022620440104
Kon Tum,Kon Tum,Đắk Năng,14.3460152151555,107.906639071779
Kon Tum,Kon Tum,Đắk Rơ Wa,14.3272370293411,108.050513258912
Kon Tum,Kon Tum,Đoàn Kết,14.3417020942264,107.952663205121
Kon Tum,Kon Tum,Hòa Bình,14.270729166363,107.97869807635
Kon Tum,Kon Tum,Ia Chim,14.2983969911611,107.904214601781
Kon Tum,Kon Tum,Kroong,14.400442195274,107.891862983799
Kon Tum,Kon Tum,Ngọk Bay,14.3794760921879,107.930148697726
Kon Tum,Kon Tum,P. Duy Tân,14.3759888187918,107.996840338768
Kon Tum,Kon Tum,P. Lê Lợi,14.3302938288933,107.994444703893
Kon Tum,Kon Tum,P. Ngô Mây,14.3986253316957,107.975526517232
Kon Tum,Kon Tum,P. Nguyễn Trãi,14.3414799791506,107.981965531186
Kon Tum,Kon Tum,P. Quang Trung,14.3568567016051,107.9952801619
Kon Tum,Kon Tum,P. Quyết Thắng,14.3494008682829,108.000750615214
Kon Tum,Kon Tum,P. Thắng Lợi,14.3516975351658,108.024935587158
Kon Tum,Kon Tum,P. Thống Nhất,14.3384343380639,108.012063558528
Kon Tum,Kon Tum,P. Trần Hưng Đạo,14.3049540440421,107.987514287656
Kon Tum,Kon Tum,P. Trường Chinh,14.37010860839,108.018224895833
Kon Tum,Kon Tum,Vinh Quang,14.3786040366948,107.965254219144
Kon Tum,Ngọc Hồi,Đắk Ang,14.8729354941073,107.742874248271
Kon Tum,Ngọc Hồi,Đắk Dục,14.8372291052556,107.635341557889
Kon Tum,Ngọc Hồi,Đắk Kan,14.6382316133839,107.699834470812
Kon Tum,Ngọc Hồi,Đắk Nông,14.78938285944,107.620563937737
Kon Tum,Ngọc Hồi,Đắk Xú,14.738763452435,107.609025087988
Kon Tum,Ngọc Hồi,Pờ Y,14.6668608958452,107.584592660525
Kon Tum,Ngọc Hồi,Sa Loong,14.5741839279611,107.600486180217
Kon Tum,Ngọc Hồi,TT. Plei Cần,14.707590523193,107.698749858897
Kon Tum,Sa Thầy,Hơ Moong,14.4951972248825,107.840488124922
Kon Tum,Sa Thầy,Mô Rai,14.3582772237093,107.588264352262
Kon Tum,Sa Thầy,Rờ Kơi,14.5128949363209,107.670981853449
Kon Tum,Sa Thầy,Sa Bình,14.3690756450938,107.853210177501
Kon Tum,Sa Thầy,Sa Nghĩa,14.4263577181265,107.835214020178
Kon Tum,Sa Thầy,Sa Nhơn,14.4651244987223,107.784222161404
Kon Tum,Sa Thầy,Sa Sơn,14.411195590129,107.744279413577
Kon Tum,Sa Thầy,TT. Sa Thầy,14.4032935334981,107.793785127385
Kon Tum,Sa Thầy,Ya Ly,14.3224917049851,107.832218738109
Kon Tum,Sa Thầy,Ya Tăng,14.2692798913034,107.757760564234
Kon Tum,Sa Thầy,Ya Xiêr,14.345840318832,107.772134483678
Kon Tum,Tu Mơ Rông,Đắk Hà,14.7967605988121,107.953364875856
Kon Tum,Tu Mơ Rông,Đắk Na,14.9796521739075,107.843408741052
Kon Tum,Tu Mơ Rông,Đắk Rơ Ông,14.8702405139395,107.872002292095
Kon Tum,Tu Mơ Rông,Đắk Sao,14.9063577508122,107.829316338494
Kon Tum,Tu Mơ Rông,Đắk Tơ Kan,14.8289463232169,107.872145745157
Kon Tum,Tu Mơ Rông,Măng Ri,14.9696700199019,107.920889485212
Kon Tum,Tu Mơ Rông,Ngọk Lây,14.9692145593729,108.000979775925
Kon Tum,Tu Mơ Rông,Ngọk Yêu,14.8653014147922,108.095268233427
Kon Tum,Tu Mơ Rông,Tê Xăng,14.9233010789155,107.942858061426
Kon Tum,Tu Mơ Rông,Tu Mơ Rông,14.8546992375294,107.984326273822
Kon Tum,Tu Mơ Rông,Văn Xuôi,14.9136925724662,108.049183360069
Lâm Đồng,Bảo Lâm,B' Lá,11.7038104051256,107.743400045537
Lâm Đồng,Bảo Lâm,Lộc An,11.550362080063,107.906001474147
Lâm Đồng,Bảo Lâm,Lộc Bắc,11.7341442742753,107.596539946069
Lâm Đồng,Bảo Lâm,Lộc Bảo,11.8193334444455,107.692728739872
Lâm Đồng,Bảo Lâm,Lộc Đức,11.6268683789133,107.915160028745
Lâm Đồng,Bảo Lâm,Lộc Lâm,11.815325948611,107.817219105703
Lâm Đồng,Bảo Lâm,Lộc Nam,11.3950596101251,107.863947069089
Lâm Đồng,Bảo Lâm,Lộc Ngãi,11.6621934207386,107.88885397874
Lâm Đồng,Bảo Lâm,Lộc Phú,11.7510901448147,107.866080500978
Lâm Đồng,Bảo Lâm,Lộc Quảng,11.6354326431151,107.777179878339
Lâm Đồng,Bảo Lâm,Lộc Tân,11.5942612659986,107.709135399778
Lâm Đồng,Bảo Lâm,Lộc Thanh,11.4483912118712,107.812495033681
Lâm Đồng,Bảo Lâm,Tân Lạc,11.4789648184659,107.868215808404
Lâm Đồng,Bảo Lâm,TT. Lộc Thắng,11.6730085096782,107.826645669071
Lâm Đồng,Bảo Lộc,Đại Lào,11.4777571268157,107.748108578374
Lâm Đồng,Bảo Lộc,Đạm Bri,11.6078514464679,107.769936618988
Lâm Đồng,Bảo Lộc,Lộc Châu,11.5120937535769,107.767915740565
Lâm Đồng,Bảo Lộc,Lộc Nga,11.5286348479752,107.862482329542
Lâm Đồng,Bảo Lộc,Lộc Thanh,11.5675412448489,107.86200859571
Lâm Đồng,Bảo Lộc,P. 1,11.5544632629714,107.815419619739
Lâm Đồng,Bảo Lộc,P. Lộc Phát,11.5811193790546,107.833683293565
Lâm Đồng,Bảo Lộc,P. Lộc Sơn,11.524616197374,107.827588345825
Lâm Đồng,Bảo Lộc,P. Lộc Tiến,11.546467247017,107.774005417389
Lâm Đồng,Cát Tiên,Đồng Nai Thượng,11.7389409133848,107.452963409332
Lâm Đồng,Cát Tiên,Đức Phổ,11.5736029426898,107.345200002249
Lâm Đồng,Cát Tiên,Gia Viễn,11.6336748325481,107.363092253352
Lâm Đồng,Cát Tiên,Mỹ Lâm,11.6062609754861,107.407222200289
Lâm Đồng,Cát Tiên,Nam Ninh,11.6381725402526,107.415249720798
Lâm Đồng,Cát Tiên,Phước Cát 1,11.5771343180343,107.321910607017
Lâm Đồng,Cát Tiên,Phước Cát 2,11.688195521832,107.329175324476
Lâm Đồng,Cát Tiên,Quảng Ngãi,11.5337793823668,107.387100573294
Lâm Đồng,Cát Tiên,Tiên Hoàng,11.6779833068966,107.414297152597
Lâm Đồng,Cát Tiên,TT. Cát Tiên,11.5852445124911,107.371408247755
Lâm Đồng,Cát Tiên,Tư Nghĩa,11.5710515596681,107.401932521049
Lâm Đồng,Đạ Huoai,Đạ M'ri,11.4892653313448,107.669226138578
Lâm Đồng,Đạ Huoai,Đạ Oai,11.4483492809764,107.502964972295
Lâm Đồng,Đạ Huoai,Đạ Ploa,11.3898998125106,107.717190033807
Lâm Đồng,Đạ Huoai,Đạ Tồn,11.4527747668815,107.554789513237
Lâm Đồng,Đạ Huoai,Đoàn Kết,11.3466964576363,107.673983611861
Lâm Đồng,Đạ Huoai,Hà Lâm,11.3928755187262,107.605764147179
Lâm Đồng,Đạ Huoai,Ma Đa Guôi,11.4044787898707,107.513466851818
Lâm Đồng,Đạ Huoai,Phước Lộc,11.4786946631923,107.616639680258
Lâm Đồng,Đạ Huoai,TT. Đạ M'ri,11.4257102075391,107.692174141403
Lâm Đồng,Đạ Huoai,TT. Ma Đa Guôi,11.3894524457325,107.549986137144
Lâm Đồng,Đà Lạt,P. 1,11.9446754880261,108.442448213093
Lâm Đồng,Đà Lạt,P. 10,11.9218349260165,108.465535983334
Lâm Đồng,Đà Lạt,P. 11,11.9351446952762,108.489262588572
Lâm Đồng,Đà Lạt,P. 12,11.9752672013324,108.486761467492
Lâm Đồng,Đà Lạt,P. 3,11.8968882426559,108.45897783275
Lâm Đồng,Đà Lạt,P. 4,11.8962710313197,108.418553846707
Lâm Đồng,Đà Lạt,P. 5,11.951634679522,108.378789644848
Lâm Đồng,Đà Lạt,P. 7,11.9796778105745,108.398379412544
Lâm Đồng,Đà Lạt,P. 8,11.979258528639,108.452680361601
Lâm Đồng,Đà Lạt,P. 9,11.9558878592582,108.466041014858
Lâm Đồng,Đà Lạt,Tà Nung,11.9197000331915,108.359069756141
Lâm Đồng,Đà Lạt,Trạm Hành,11.854582100989,108.548422604741
Lâm Đồng,Đà Lạt,Xuân Thọ,11.9389957283552,108.530049189071
Lâm Đồng,Đà Lạt,Xuân Trường,11.8817436306977,108.527304320141
Lâm Đồng,Đam Rông,Đạ KNàng,11.899380172338,108.139425960525
Lâm Đồng,Đam Rông,Đạ Long,12.1252234796494,108.236678756222
Lâm Đồng,Đam Rông,Đa M'Rong,12.1488253228912,108.329408408099
Lâm Đồng,Đam Rông,Đạ R'Sal,12.1419124055403,108.14281356259
Lâm Đồng,Đam Rông,Đạ Tông,12.1245784796441,108.307123781328
Lâm Đồng,Đam Rông,Liêng S'Roin,12.0618701144729,108.071053298854
Lâm Đồng,Đam Rông,Phi Liêng,11.9647709329083,108.10989043446
Lâm Đồng,Đam Rông,Rô Men,12.0616555885347,108.197247326675
Lâm Đồng,Đạ Tẻh,An Nhơn,11.6122505362546,107.471697237893
Lâm Đồng,Đạ Tẻh,Đạ Kho,11.4682904571046,107.484003553345
Lâm Đồng,Đạ Tẻh,Đạ Lây,11.5688964934866,107.425145351766
Lâm Đồng,Đạ Tẻh,Đạ Pal,11.5516906025323,107.606193798369
Lâm Đồng,Đạ Tẻh,Hà Đông,11.5330001775378,107.512831938063
Lâm Đồng,Đạ Tẻh,Hương Lâm,11.5731379931958,107.442779622711
Lâm Đồng,Đạ Tẻh,Mỹ Đức,11.6197964701169,107.570859213628
Lâm Đồng,Đạ Tẻh,Quảng Trị,11.5854885700724,107.599881676835
Lâm Đồng,Đạ Tẻh,Quốc Oai,11.627987717414,107.512165769507
Lâm Đồng,Đạ Tẻh,Triệu Hải,11.5044059477554,107.549781926194
Lâm Đồng,Đạ Tẻh,TT. Đạ Tẻh,11.5211019892753,107.483755810568
Lâm Đồng,Di Linh,Bảo Thuận,11.4483896468978,108.149236164948
Lâm Đồng,Di Linh,Đinh Lạc,11.6238672581819,108.130564478591
Lâm Đồng,Di Linh,Đinh Trang Hòa,11.5718682022198,107.958655668587
Lâm Đồng,Di Linh,Đinh Trang Thượng,11.7603763986208,107.953077596576
Lâm Đồng,Di Linh,Gia Bắc,11.3336823549761,108.097277163937
Lâm Đồng,Di Linh,Gia Hiệp,11.6244923564274,108.175998869807
Lâm Đồng,Di Linh,Gung Ré,11.493749088311,108.070842467011
Lâm Đồng,Di Linh,Hòa Bắc,11.4249397439699,107.95927400291
Lâm Đồng,Di Linh,Hòa Nam,11.4448056032032,107.903674454368
Lâm Đồng,Di Linh,Hòa Ninh,11.5117690712034,107.926454909906
Lâm Đồng,Di Linh,Hòa Trung,11.5026820048227,107.969816728879
Lâm Đồng,Di Linh,Liên Đầm,11.5383090155661,108.010198553199
Lâm Đồng,Di Linh,Sơn Điền,11.3700448952686,108.025746692538
Lâm Đồng,Di Linh,Tam Bố,11.4831408909422,108.223459782908
Lâm Đồng,Di Linh,Tân Châu,11.6206825412729,108.039382764376
Lâm Đồng,Di Linh,Tân Lâm,11.6714813791236,107.98415240938
Lâm Đồng,Di Linh,Tân Nghĩa,11.6409233957502,108.092328658677
Lâm Đồng,Di Linh,Tân Thượng,11.6678100084261,108.034455025058
Lâm Đồng,Di Linh,TT. Di Linh,11.5865157008612,108.064418061568
Lâm Đồng,Đơn Dương,Đạ Ròn,11.777647095779,108.456847286813
Lâm Đồng,Đơn Dương,Ka Đô,11.7267965223118,108.605629984051
Lâm Đồng,Đơn Dương,Ka Đơn,11.7057637657594,108.495149410527
Lâm Đồng,Đơn Dương,Lạc Lâm,11.7929767932124,108.515878445077
Lâm Đồng,Đơn Dương,Lạc Xuân,11.7767172323398,108.608005062771
Lâm Đồng,Đơn Dương,Pró,11.6856713060909,108.584969819305
Lâm Đồng,Đơn Dương,Quảng Lập,11.740836237726,108.516856904263
Lâm Đồng,Đơn Dương,TT. D'Ran,11.8930542681929,108.617844233937
Lâm Đồng,Đơn Dương,TT. Thạch Mỹ,11.7670670508074,108.486338455811
Lâm Đồng,Đơn Dương,Tu Tra,11.6995172939703,108.442974456106
Lâm Đồng,Đức Trọng,Bình Thạnh,11.7743798006412,108.28963744316
Lâm Đồng,Đức Trọng,Đà Loan,11.5624725716069,108.393257461163
Lâm Đồng,Đức Trọng,Đạ Quyn,11.5962691605038,108.518613809608
Lâm Đồng,Đức Trọng,Hiệp An,11.8366647350168,108.453356692183
Lâm Đồng,Đức Trọng,Hiệp Thạnh,11.7789048948084,108.410613784196
Lâm Đồng,Đức Trọng,Liên Hiệp,11.7809496233849,108.370908354529
Lâm Đồng,Đức Trọng,Ninh Gia,11.6110990219762,108.270560126105
Lâm Đồng,Đức Trọng,Ninh Loan,11.5459374848515,108.335241896606
Lâm Đồng,Đức Trọng,N'Thol Hạ,11.7614827898392,108.317381076159
Lâm Đồng,Đức Trọng,Phú Hội,11.6644558429683,108.359582737902
Lâm Đồng,Đức Trọng,Tà Hine,11.5948857639507,108.346330051297
Lâm Đồng,Đức Trọng,Tà Năng,11.5799326873156,108.444924413122
Lâm Đồng,Đức Trọng,Tân Hội,11.7226571505217,108.28880457285
Lâm Đồng,Đức Trọng,Tân Thành,11.7014544296575,108.270458959332
Lâm Đồng,Đức Trọng,TT. Liên Nghĩa,11.7269864080845,108.367129904803
Lâm Đồng,Lạc Dương,Đạ Chais,12.1717868098499,108.652345774899
Lâm Đồng,Lạc Dương,Da Nhim,12.1778632848371,108.549363930308
Lâm Đồng,Lạc Dương,Đạ Sar,12.0225073647787,108.562679274139
Lâm Đồng,Lạc Dương,Đưng KNớ,12.2187250153075,108.423335963502
Lâm Đồng,Lạc Dương,Lát,12.070156996925,108.398813476694
Lâm Đồng,Lạc Dương,TT. Lạc Dương,12.0360287470634,108.431080000544
Lâm Đồng,Lâm Hà,Đạ Đờn,11.839045358215,108.201886291112
Lâm Đồng,Lâm Hà,Đan Phượng,11.6862690538661,108.198316210608
Lâm Đồng,Lâm Hà,Đông Thanh,11.8441355979271,108.384770827102
Lâm Đồng,Lâm Hà,Gia Lâm,11.8036810226887,108.338310561136
Lâm Đồng,Lâm Hà,Hoài Đức,11.7421785327693,108.144015295528
Lâm Đồng,Lâm Hà,Liên Hà,11.6951754678774,108.132222170994
Lâm Đồng,Lâm Hà,Mê Linh,11.8848790315589,108.335704202408
Lâm Đồng,Lâm Hà,Nam Hà,11.8362217344255,108.292446149337
Lâm Đồng,Lâm Hà,Phi Tô,11.8986483590297,108.269098178644
Lâm Đồng,Lâm Hà,Phúc Thọ,11.8149327891554,108.109545844861
Lâm Đồng,Lâm Hà,Phú Sơn,11.9612543536176,108.232577853463
Lâm Đồng,Lâm Hà,Tân Hà,11.7331147777195,108.206302728547
Lâm Đồng,Lâm Hà,Tân Thanh,11.7586342411201,108.058366521518
Lâm Đồng,Lâm Hà,Tân Văn,11.7738021914177,108.219193543577
Lâm Đồng,Lâm Hà,TT. Đinh Văn,11.7871981202851,108.263396699001
Lâm Đồng,Lâm Hà,TT. Nam Ban,11.8450180750618,108.332128890245
