province,province_code,district,district_code,ward,ward_code
Gia Lai,64,Ia Grai,628,TT. Ia Kha,23764
Gia Lai,64,Ia Pa,635,Chư Mố,24025
Gia Lai,64,Ia Pa,635,Chư Răng,24016
Gia Lai,64,Ia Pa,635,Ia Broăi,24034
Gia Lai,64,Ia Pa,635,Ia Kdăm,24019
Gia Lai,64,Ia Pa,635,Ia Mrơn,24031
Gia Lai,64,Ia Pa,635,Ia Trok,24037
Gia Lai,64,Ia Pa,635,Ia Tul,24028
Gia Lai,64,Ia Pa,635,Kim Tân,24022
Gia Lai,64,Ia Pa,635,Pờ Tó,24013
Gia Lai,64,KBang,625,Đăk HLơ,23674
Gia Lai,64,KBang,625,Đăk Rong,23644
Gia Lai,64,KBang,625,Đăk Smar,23660
Gia Lai,64,KBang,625,Đông,23659
Gia Lai,64,KBang,625,Kông Bla,23671
Gia Lai,64,KBang,625,Kông Lơng Khơng,23668
Gia Lai,64,KBang,625,Kon Pne,23641
Gia Lai,64,KBang,625,Krong,23650
Gia Lai,64,KBang,625,Lơ Ku,23656
Gia Lai,64,KBang,625,Nghĩa An,23662
Gia Lai,64,KBang,625,Sơn Lang,23647
Gia Lai,64,KBang,625,Sơ Pai,23653
Gia Lai,64,KBang,625,Tơ Tung,23665
Gia Lai,64,KBang,625,TT. KBang,23638
Gia Lai,64,Kông Chro,630,An Trung,23830
Gia Lai,64,Kông Chro,630,Chơ Long,23851
Gia Lai,64,Kông Chro,630,Chư Krêy,23827
Gia Lai,64,Kông Chro,630,Đăk Kơ Ning,23840
Gia Lai,64,Kông Chro,630,Đăk PLing,23843
Gia Lai,64,Kông Chro,630,Đăk Pơ Pho,23846
Gia Lai,64,Kông Chro,630,Đăk Song,23842
Gia Lai,64,Kông Chro,630,Đăk Tơ Pang,23836
Gia Lai,64,Kông Chro,630,Kông Yang,23833
Gia Lai,64,Kông Chro,630,SRó,23839
Gia Lai,64,Kông Chro,630,TT. Kông Chro,23824
Gia Lai,64,Kông Chro,630,Ya ma,23848
Gia Lai,64,Kông Chro,630,Yang Nam,23854
Gia Lai,64,Kông Chro,630,Yang Trung,23845
Gia Lai,64,Krông Pa,637,Chư Drăng,24094
Gia Lai,64,Krông Pa,637,Chư Gu,24085
Gia Lai,64,Krông Pa,637,Chư Ngọc,24106
Gia Lai,64,Krông Pa,637,Chư Rcăm,24112
Gia Lai,64,Krông Pa,637,Đất Bằng,24088
Gia Lai,64,Krông Pa,637,Ia Hdreh,24100
Gia Lai,64,Krông Pa,637,Ia Mlah,24091
Gia Lai,64,Krông Pa,637,Ia RMok,24103
Gia Lai,64,Krông Pa,637,Ia Rsai,24079
Gia Lai,64,Krông Pa,637,Ia Rsươm,24082
Gia Lai,64,Krông Pa,637,Krông Năng,24115
Gia Lai,64,Krông Pa,637,Phú Cần,24097
Gia Lai,64,Krông Pa,637,TT. Phú Túc,24076
Gia Lai,64,Krông Pa,637,Uar,24109
Gia Lai,64,Mang Yang,629,Ayun,23797
Gia Lai,64,Mang Yang,629,Đăk Djrăng,23806
Gia Lai,64,Mang Yang,629,Đăk Jơ Ta,23798
Gia Lai,64,Mang Yang,629,Đăk Ta Ley,23799
Gia Lai,64,Mang Yang,629,Đăk Trôi,23821
Gia Lai,64,Mang Yang,629,Đăk Yă,23803
Gia Lai,64,Mang Yang,629,Đê Ar,23815
Gia Lai,64,Mang Yang,629,Hra,23800
Gia Lai,64,Mang Yang,629,Kon Chiêng,23818
Gia Lai,64,Mang Yang,629,Kon Thụp,23812
Gia Lai,64,Mang Yang,629,Lơ Pang,23809
Gia Lai,64,Mang Yang,629,TT. Kon Dơng,23794
Gia Lai,64,Phú Thiện,638,Ayun Hạ,24048
Gia Lai,64,Phú Thiện,638,Chrôh Pơnan,24060
Gia Lai,64,Phú Thiện,638,Chư A Thai,24046
Gia Lai,64,Phú Thiện,638,Ia Ake,24049
Gia Lai,64,Phú Thiện,638,Ia Hiao,24061
Gia Lai,64,Phú Thiện,638,Ia Peng,24058
Gia Lai,64,Phú Thiện,638,Ia Piar,24055
Gia Lai,64,Phú Thiện,638,Ia Sol,24052
Gia Lai,64,Phú Thiện,638,Ia Yeng,24067
Gia Lai,64,Phú Thiện,638,TT. Phú Thiện,24043
Gia Lai,64,Plei Ku,622,Biển Hồ,23590
Gia Lai,64,Plei Ku,622,Chư á,23599
Gia Lai,64,Plei Ku,622,Chư Hdrông,23587
Gia Lai,64,Plei Ku,622,Diên Phú,23605
Gia Lai,64,Plei Ku,622,Gào,23611
Gia Lai,64,Plei Ku,622,Ia Kênh,23608
Gia Lai,64,Plei Ku,622,P. An Phú,23602
Gia Lai,64,Plei Ku,622,P. Chi Lăng,23586
Gia Lai,64,Plei Ku,622,P. Diên Hồng,23560
Gia Lai,64,Plei Ku,622,P. Đống Đa,23579
Gia Lai,64,Plei Ku,622,P. Hoa Lư,23572
Gia Lai,64,Plei Ku,622,P. Hội Phú,23569
Gia Lai,64,Plei Ku,622,P. Hội Thương,23566
Gia Lai,64,Plei Ku,622,P. Ia Kring,23563
Gia Lai,64,Plei Ku,622,P. Phù Đổng,23570
Gia Lai,64,Plei Ku,622,P. Tây Sơn,23575
Gia Lai,64,Plei Ku,622,P. Thắng Lợi,23582
Gia Lai,64,Plei Ku,622,P. Thống Nhất,23578
Gia Lai,64,Plei Ku,622,P. Trà Bá,23581
Gia Lai,64,Plei Ku,622,P. Yên Đỗ,23557
Gia Lai,64,Plei Ku,622,P. Yên Thế,23584
Gia Lai,64,Plei Ku,622,Tân Sơn,23593
Gia Lai,64,Plei Ku,622,Trà Đa,23596
Gia Lai,64,TX. An Khê,623,Cửu An,23629
Gia Lai,64,TX. An Khê,623,P. An Bình,23614
Gia Lai,64,TX. An Khê,623,P. An Phú,23620
Gia Lai,64,TX. An Khê,623,P. An Phước,23630
Gia Lai,64,TX. An Khê,623,P. An Tân,23623
Gia Lai,64,TX. An Khê,623,P. Ngô Mây,23633
Gia Lai,64,TX. An Khê,623,P. Tây Sơn,23617
Gia Lai,64,TX. An Khê,623,Song An,23632
Gia Lai,64,TX. An Khê,623,Thành An,23635
Gia Lai,64,TX. An Khê,623,Tú An,23626
Gia Lai,64,TX. An Khê,623,Xuân An,23627
Gia Lai,64,TX. AYun Pa,624,Chư Băh,24065
Gia Lai,64,TX. AYun Pa,624,Ia RBol,24064
Gia Lai,64,TX. AYun Pa,624,Ia Rtô,24070
Gia Lai,64,TX. AYun Pa,624,Ia Sao,24073
Gia Lai,64,TX. AYun Pa,624,P. Cheo Reo,24041
Gia Lai,64,TX. AYun Pa,624,P. Đoàn Kết,24044
Gia Lai,64,TX. AYun Pa,624,P. Hoà Bình,24042
Gia Lai,64,TX. AYun Pa,624,P. Sông Bờ,24045
Kon Tum,62,Đắk Glei,610,Đắk Choong,23356
Kon Tum,62,Đắk Glei,610,Đắk Kroong,23371
Kon Tum,62,Đắk Glei,610,Đắk Long,23368
Kon Tum,62,Đắk Glei,610,Đắk Man,23347
Kon Tum,62,Đắk Glei,610,Đắk Môn,23374
Kon Tum,62,Đắk Glei,610,Đắk Nhoong,23350
Kon Tum,62,Đắk Glei,610,Đắk Pék,23353
Kon Tum,62,Đắk Glei,610,Đắk Plô,23344
Kon Tum,62,Đắk Glei,610,Mường Hoong,23362
Kon Tum,62,Đắk Glei,610,Ngọc Linh,23365
Kon Tum,62,Đắk Glei,610,TT. Đắk Glei,23341
Kon Tum,62,Đắk Glei,610,Xốp,23359
Kon Tum,62,Đắk Hà,615,Đắk Hring,23506
Kon Tum,62,Đắk Hà,615,Đắk La,23524
Kon Tum,62,Đắk Hà,615,Đắk Long,23504
Kon Tum,62,Đắk Hà,615,Đắk Mar,23512
Kon Tum,62,Đắk Hà,615,Đắk Ngọk,23510
Kon Tum,62,Đắk Hà,615,Đắk Pxi,23503
Kon Tum,62,Đắk Hà,615,Đắk Ui,23509
Kon Tum,62,Đắk Hà,615,Hà Mòn,23521
Kon Tum,62,Đắk Hà,615,Ngọk Réo,23518
Kon Tum,62,Đắk Hà,615,Ngọk Wang,23515
Kon Tum,62,Đắk Hà,615,TT. Đắk Hà,23500
Kon Tum,62,Đắk Tô,612,Đắk Rơ Nga,23427
Kon Tum,62,Đắk Tô,612,Đắk Trăm,23430
Kon Tum,62,Đắk Tô,612,Diên Bình,23440
Kon Tum,62,Đắk Tô,612,Kon Đào,23434
Kon Tum,62,Đắk Tô,612,Ngọk Tụ,23428
Kon Tum,62,Đắk Tô,612,Pô Cô,23443
Kon Tum,62,Đắk Tô,612,Tân Cảnh,23437
Kon Tum,62,Đắk Tô,612,TT. Đắk Tô,23401
Kon Tum,62,Đắk Tô,612,Văn Lem,23431
Kon Tum,62,Ia H' Drai,618,Ia Dal,23535
Kon Tum,62,Ia H' Drai,618,Ia Dom,23537
Kon Tum,62,Ia H' Drai,618,Ia Tơi,23538
Kon Tum,62,Kon Plông,613,Đắk Long,23473
Kon Tum,62,Kon Plông,613,Đắk Nên,23452
Kon Tum,62,Kon Plông,613,Đắk Ring,23455
Kon Tum,62,Kon Plông,613,Đắk Tăng,23461
Kon Tum,62,Kon Plông,613,Hiếu,23476
Kon Tum,62,Kon Plông,613,Măng Buk,23458
Kon Tum,62,Kon Plông,613,Măng Cành,23470
Kon Tum,62,Kon Plông,613,Ngok Tem,23464
Kon Tum,62,Kon Plông,613,Pờ Ê,23467
Kon Tum,62,Kon Rẫy,614,Đắk Kôi,23482
Kon Tum,62,Kon Rẫy,614,Đắk Pne,23491
Kon Tum,62,Kon Rẫy,614,Đắk Ruồng,23488
Kon Tum,62,Kon Rẫy,614,Đắk Tơ Lung,23485
Kon Tum,62,Kon Rẫy,614,Đắk Tơ Re,23494
Kon Tum,62,Kon Rẫy,614,Tân Lập,23497
Kon Tum,62,Kon Rẫy,614,TT. Đắk Rve,23479
Kon Tum,62,Kon Tum,608,Chư H'reng,23332
Kon Tum,62,Kon Tum,608,Đắk Blà,23323
Kon Tum,62,Kon Tum,608,Đắk Cấm,23311
Kon Tum,62,Kon Tum,608,Đắk Năng,23327
Kon Tum,62,Kon Tum,608,Đắk Rơ Wa,23335
Kon Tum,62,Kon Tum,608,Đoàn Kết,23329
Kon Tum,62,Kon Tum,608,Hòa Bình,23338
Kon Tum,62,Kon Tum,608,Ia Chim,23326
Kon Tum,62,Kon Tum,608,Kroong,23314
Kon Tum,62,Kon Tum,608,Ngọk Bay,23317
Kon Tum,62,Kon Tum,608,P. Duy Tân,23284
Kon Tum,62,Kon Tum,608,P. Lê Lợi,23302
Kon Tum,62,Kon Tum,608,P. Ngô Mây,23296
Kon Tum,62,Kon Tum,608,P. Nguyễn Trãi,23305
Kon Tum,62,Kon Tum,608,P. Quang Trung,23281
Kon Tum,62,Kon Tum,608,P. Quyết Thắng,23287
Kon Tum,62,Kon Tum,608,P. Thắng Lợi,23293
Kon Tum,62,Kon Tum,608,P. Thống Nhất,23299
Kon Tum,62,Kon Tum,608,P. Trần Hưng Đạo,23308
Kon Tum,62,Kon Tum,608,P. Trường Chinh,23290
Kon Tum,62,Kon Tum,608,Vinh Quang,23320
Kon Tum,62,Ngọc Hồi,611,Đắk Ang,23380
Kon Tum,62,Ngọc Hồi,611,Đắk Dục,23383
Kon Tum,62,Ngọc Hồi,611,Đắk Kan,23392
Kon Tum,62,Ngọc Hồi,611,Đắk Nông,23386
Kon Tum,62,Ngọc Hồi,611,Đắk Xú,23389
Kon Tum,62,Ngọc Hồi,611,Pờ Y,23395
Kon Tum,62,Ngọc Hồi,611,Sa Loong,23398
Kon Tum,62,Ngọc Hồi,611,TT. Plei Cần,23377
Kon Tum,62,Sa Thầy,616,Hơ Moong,23534
Kon Tum,62,Sa Thầy,616,Mô Rai,23536
Kon Tum,62,Sa Thầy,616,Rờ Kơi,23530
Kon Tum,62,Sa Thầy,616,Sa Bình,23545
Kon Tum,62,Sa Thầy,616,Sa Nghĩa,23542
Kon Tum,62,Sa Thầy,616,Sa Nhơn,23533
Kon Tum,62,Sa Thầy,616,Sa Sơn,23539
Kon Tum,62,Sa Thầy,616,TT. Sa Thầy,23527
Kon Tum,62,Sa Thầy,616,Ya Ly,23554
Kon Tum,62,Sa Thầy,616,Ya Tăng,23551
Kon Tum,62,Sa Thầy,616,Ya Xiêr,23548
Kon Tum,62,Tu Mơ Rông,617,Đắk Hà,23425
Kon Tum,62,Tu Mơ Rông,617,Đắk Na,23407
Kon Tum,62,Tu Mơ Rông,617,Đắk Rơ Ông,23417
Kon Tum,62,Tu Mơ Rông,617,Đắk Sao,23416
Kon Tum,62,Tu Mơ Rông,617,Đắk Tơ Kan,23419
Kon Tum,62,Tu Mơ Rông,617,Măng Ri,23410
Kon Tum,62,Tu Mơ Rông,617,Ngọk Lây,23404
Kon Tum,62,Tu Mơ Rông,617,Ngọk Yêu,23413
Kon Tum,62,Tu Mơ Rông,617,Tê Xăng,23446
Kon Tum,62,Tu Mơ Rông,617,Tu Mơ Rông,23422
Kon Tum,62,Tu Mơ Rông,617,Văn Xuôi,23449
Lâm Đồng,68,Bảo Lâm,680,B' Lá,25069
Lâm Đồng,68,Bảo Lâm,680,Lộc An,25084
Lâm Đồng,68,Bảo Lâm,680,Lộc Bắc,25066
Lâm Đồng,68,Bảo Lâm,680,Lộc Bảo,25057
Lâm Đồng,68,Bảo Lâm,680,Lộc Đức,25081
Lâm Đồng,68,Bảo Lâm,680,Lộc Lâm,25060
Lâm Đồng,68,Bảo Lâm,680,Lộc Nam,25093
Lâm Đồng,68,Bảo Lâm,680,Lộc Ngãi,25072
Lâm Đồng,68,Bảo Lâm,680,Lộc Phú,25063
Lâm Đồng,68,Bảo Lâm,680,Lộc Quảng,25075
Lâm Đồng,68,Bảo Lâm,680,Lộc Tân,25078
Lâm Đồng,68,Bảo Lâm,680,Lộc Thanh,25090
Lâm Đồng,68,Bảo Lâm,680,Tân Lạc,25087
Lâm Đồng,68,Bảo Lâm,680,TT. Lộc Thắng,25054
Lâm Đồng,68,Bảo Lộc,673,Đại Lào,24844
Lâm Đồng,68,Bảo Lộc,673,Đạm Bri,24832
Lâm Đồng,68,Bảo Lộc,673,Lộc Châu,24841
Lâm Đồng,68,Bảo Lộc,673,Lộc Nga,24838
Lâm Đồng,68,Bảo Lộc,673,Lộc Thanh,24835
Lâm Đồng,68,Bảo Lộc,673,P. 1,24823
Lâm Đồng,68,Bảo Lộc,673,P. 2,24820
Lâm Đồng,68,Bảo Lộc,673,P. B'lao,24826
Lâm Đồng,68,Bảo Lộc,673,P. Lộc Phát,24814
Lâm Đồng,68,Bảo Lộc,673,P. Lộc Sơn,24829
Lâm Đồng,68,Bảo Lộc,673,P. Lộc Tiến,24817
Lâm Đồng,68,Cát Tiên,683,Đồng Nai Thượng,25192
Lâm Đồng,68,Cát Tiên,683,Đức Phổ,25183
Lâm Đồng,68,Cát Tiên,683,Gia Viễn,25168
Lâm Đồng,68,Cát Tiên,683,Mỹ Lâm,25174
Lâm Đồng,68,Cát Tiên,683,Nam Ninh,25171
Lâm Đồng,68,Cát Tiên,683,Phước Cát 1,25180
Lâm Đồng,68,Cát Tiên,683,Phước Cát 2,25165
Lâm Đồng,68,Cát Tiên,683,Quảng Ngãi,25189
Lâm Đồng,68,Cát Tiên,683,Tiên Hoàng,25162
Lâm Đồng,68,Cát Tiên,683,TT. Cát Tiên,25159
Lâm Đồng,68,Cát Tiên,683,Tư Nghĩa,25177
Lâm Đồng,68,Đạ Huoai,681,Đạ M'ri,25102
Lâm Đồng,68,Đạ Huoai,681,Đạ Oai,25111
Lâm Đồng,68,Đạ Huoai,681,Đạ Ploa,25114
Lâm Đồng,68,Đạ Huoai,681,Đạ Tồn,25108
Lâm Đồng,68,Đạ Huoai,681,Đoàn Kết,25120
Lâm Đồng,68,Đạ Huoai,681,Hà Lâm,25105
Lâm Đồng,68,Đạ Huoai,681,Ma Đa Guôi,25117
Lâm Đồng,68,Đạ Huoai,681,Phước Lộc,25123
Lâm Đồng,68,Đạ Huoai,681,TT. Đạ M'ri,25096
Lâm Đồng,68,Đạ Huoai,681,TT. Ma Đa Guôi,25099
Lâm Đồng,68,Đà Lạt,672,P. 1,24784
Lâm Đồng,68,Đà Lạt,672,P. 10,24796
Lâm Đồng,68,Đà Lạt,672,P. 11,24799
Lâm Đồng,68,Đà Lạt,672,P. 12,24775
Lâm Đồng,68,Đà Lạt,672,P. 2,24781
Lâm Đồng,68,Đà Lạt,672,P. 3,24802
Lâm Đồng,68,Đà Lạt,672,P. 4,24793
Lâm Đồng,68,Đà Lạt,672,P. 5,24790
Lâm Đồng,68,Đà Lạt,672,P. 6,24787
Lâm Đồng,68,Đà Lạt,672,P. 7,24769
Lâm Đồng,68,Đà Lạt,672,P. 8,24772
Lâm Đồng,68,Đà Lạt,672,P. 9,24778
Lâm Đồng,68,Đà Lạt,672,Tà Nung,24808
Lâm Đồng,68,Đà Lạt,672,Trạm Hành,24810
Lâm Đồng,68,Đà Lạt,672,Xuân Thọ,24805
Lâm Đồng,68,Đà Lạt,672,Xuân Trường,24811
Lâm Đồng,68,Đam Rông,674,Đạ KNàng,24889
Lâm Đồng,68,Đam Rông,674,Đạ Long,24856
Lâm Đồng,68,Đam Rông,674,Đa M'Rong,24859
Lâm Đồng,68,Đam Rông,674,Đạ R'Sal,24875
Lâm Đồng,68,Đam Rông,674,Đạ Tông,24853
Lâm Đồng,68,Đam Rông,674,Liêng S'Roin,24874
Lâm Đồng,68,Đam Rông,674,Phi Liêng,24886
Lâm Đồng,68,Đam Rông,674,Rô Men,24877
Lâm Đồng,68,Đạ Tẻh,682,An Nhơn,25129
Lâm Đồng,68,Đạ Tẻh,682,Đạ Kho,25153
Lâm Đồng,68,Đạ Tẻh,682,Đạ Lây,25141
Lâm Đồng,68,Đạ Tẻh,682,Đạ Pal,25156
Lâm Đồng,68,Đạ Tẻh,682,Hà Đông,25150
Lâm Đồng,68,Đạ Tẻh,682,Hương Lâm,25144
Lâm Đồng,68,Đạ Tẻh,682,Mỹ Đức,25135
Lâm Đồng,68,Đạ Tẻh,682,Quảng Trị,25138
Lâm Đồng,68,Đạ Tẻh,682,Quốc Oai,25132
Lâm Đồng,68,Đạ Tẻh,682,Triệu Hải,25147
Lâm Đồng,68,Đạ Tẻh,682,TT. Đạ Tẻh,25126
Lâm Đồng,68,Di Linh,679,Bảo Thuận,25033
Lâm Đồng,68,Di Linh,679,Đinh Lạc,25018
Lâm Đồng,68,Di Linh,679,Đinh Trang Hòa,25024
Lâm Đồng,68,Di Linh,679,Đinh Trang Thượng,25003
Lâm Đồng,68,Di Linh,679,Gia Bắc,25051
Lâm Đồng,68,Di Linh,679,Gia Hiệp,25015
Lâm Đồng,68,Di Linh,679,Gung Ré,25030
Lâm Đồng,68,Di Linh,679,Hòa Bắc,25045
Lâm Đồng,68,Di Linh,679,Hòa Nam,25042
Lâm Đồng,68,Di Linh,679,Hòa Ninh,25036
Lâm Đồng,68,Di Linh,679,Hòa Trung,25039
Lâm Đồng,68,Di Linh,679,Liên Đầm,25027
Lâm Đồng,68,Di Linh,679,Sơn Điền,25048
Lâm Đồng,68,Di Linh,679,Tam Bố,25021
Lâm Đồng,68,Di Linh,679,Tân Châu,25009
Lâm Đồng,68,Di Linh,679,Tân Lâm,25007
Lâm Đồng,68,Di Linh,679,Tân Nghĩa,25012
Lâm Đồng,68,Di Linh,679,Tân Thượng,25006
Lâm Đồng,68,Di Linh,679,TT. Di Linh,25000
Lâm Đồng,68,Đơn Dương,677,Đạ Ròn,24937
Lâm Đồng,68,Đơn Dương,677,Ka Đô,24943
Lâm Đồng,68,Đơn Dương,677,Ka Đơn,24949
Lâm Đồng,68,Đơn Dương,677,Lạc Lâm,24940
Lâm Đồng,68,Đơn Dương,677,Lạc Xuân,24934
Lâm Đồng,68,Đơn Dương,677,Pró,24955
Lâm Đồng,68,Đơn Dương,677,Quảng Lập,24946
Lâm Đồng,68,Đơn Dương,677,TT. D'Ran,24928
Lâm Đồng,68,Đơn Dương,677,TT. Thạch Mỹ,24931
Lâm Đồng,68,Đơn Dương,677,Tu Tra,24952
Lâm Đồng,68,Đức Trọng,678,Bình Thạnh,24970
Lâm Đồng,68,Đức Trọng,678,Đà Loan,24994
Lâm Đồng,68,Đức Trọng,678,Đạ Quyn,24989
Lâm Đồng,68,Đức Trọng,678,Hiệp An,24961
Lâm Đồng,68,Đức Trọng,678,Hiệp Thạnh,24967
Lâm Đồng,68,Đức Trọng,678,Liên Hiệp,24964
Lâm Đồng,68,Đức Trọng,678,Ninh Gia,24985
Lâm Đồng,68,Đức Trọng,678,Ninh Loan,24997
Lâm Đồng,68,Đức Trọng,678,N'Thol Hạ,24973
Lâm Đồng,68,Đức Trọng,678,Phú Hội,24982
Lâm Đồng,68,Đức Trọng,678,Tà Hine,24991
Lâm Đồng,68,Đức Trọng,678,Tà Năng,24988
Lâm Đồng,68,Đức Trọng,678,Tân Hội,24976
Lâm Đồng,68,Đức Trọng,678,Tân Thành,24979
Lâm Đồng,68,Đức Trọng,678,TT. Liên Nghĩa,24958
Lâm Đồng,68,Lạc Dương,675,Đạ Chais,24847
Lâm Đồng,68,Lạc Dương,675,Da Nhim,24848
Lâm Đồng,68,Lạc Dương,675,Đạ Sar,24865
Lâm Đồng,68,Lạc Dương,675,Đưng KNớ,24850
Lâm Đồng,68,Lạc Dương,675,Lát,24862
Lâm Đồng,68,Lạc Dương,675,TT. Lạc Dương,24846
Lâm Đồng,68,Lâm Hà,676,Đạ Đờn,24895
Lâm Đồng,68,Lâm Hà,676,Đan Phượng,24922
Lâm Đồng,68,Lâm Hà,676,Đông Thanh,24901
Lâm Đồng,68,Lâm Hà,676,Gia Lâm,24904
Lâm Đồng,68,Lâm Hà,676,Hoài Đức,24913
Lâm Đồng,68,Lâm Hà,676,Liên Hà,24919
Lâm Đồng,68,Lâm Hà,676,Mê Linh,24892
Lâm Đồng,68,Lâm Hà,676,Nam Hà,24925
Lâm Đồng,68,Lâm Hà,676,Phi Tô,24883
Lâm Đồng,68,Lâm Hà,676,Phúc Thọ,24898
Lâm Đồng,68,Lâm Hà,676,Phú Sơn,24880
Lâm Đồng,68,Lâm Hà,676,Tân Hà,24916
Lâm Đồng,68,Lâm Hà,676,Tân Thanh,24907
Lâm Đồng,68,Lâm Hà,676,Tân Văn,24910
Lâm Đồng,68,Lâm Hà,676,TT. Đinh Văn,24871
Lâm Đồng,68,Lâm Hà,676,TT. Nam Ban,24868