province,province_code,district,district_code,ward,ward_code,address,long,lat
Kon Tum,62,Kon Tum,608,P. Trần Hưng Đạo,23308,"Kon Tum,Kon Tum,P. Trần Hưng Đạo",107.987514287656,14.304954044042098
Kon Tum,62,Kon Tum,608,P. Trường Chinh,23290,"Kon Tum,Kon Tum,P. Trường Chinh",108.018224895833,14.37010860839
Kon Tum,62,Kon Tum,608,Vinh Quang,23320,"Kon Tum,Kon Tum,Vinh Quang",107.965254219144,14.378604036694801
Kon Tum,62,Ngọc Hồi,611,Đắk Ang,23380,"Kon Tum,Ngọc Hồi,Đắk Ang",107.74287424827101,14.8729354941073
Kon Tum,62,Ngọc Hồi,611,Đắk Dục,23383,"Kon Tum,Ngọc Hồi,Đắk Dục",107.635341557889,14.837229105255599
Kon Tum,62,Ngọc Hồi,611,Đắk Kan,23392,"Kon Tum,Ngọc Hồi,Đắk Kan",107.699834470812,14.638231613383901
Kon Tum,62,Ngọc Hồi,611,Đắk Nông,23386,"Kon Tum,Ngọc Hồi,Đắk Nông",107.620563937737,14.78938285944
Kon Tum,62,Ngọc Hồi,611,Đắk Xú,23389,"Kon Tum,Ngọc Hồi,Đắk Xú",107.609025087988,14.738763452435
Kon Tum,62,Ngọc Hồi,611,Pờ Y,23395,"Kon Tum,Ngọc Hồi,Pờ Y",107.584592660525,14.666860895845199
Kon Tum,62,Ngọc Hồi,611,Sa Loong,23398,"Kon Tum,Ngọc Hồi,Sa Loong",107.600486180217,14.5741839279611
Kon Tum,62,Ngọc Hồi,611,TT. Plei Cần,23377,"Kon Tum,Ngọc Hồi,TT. Plei Cần",107.698749858897,14.707590523193
Kon Tum,62,Sa Thầy,616,Hơ Moong,23534,"Kon Tum,Sa Thầy,Hơ Moong",107.840488124922,14.4951972248825
Kon Tum,62,Sa Thầy,616,Mô Rai,23536,"Kon Tum,Sa Thầy,Mô Rai",107.588264352262,14.358277223709303
Kon Tum,62,Sa Thầy,616,Rờ Kơi,23530,"Kon Tum,Sa Thầy,Rờ Kơi",107.670981853449,14.512894936320901
Kon Tum,62,Sa Thầy,616,Sa Bình,23545,"Kon Tum,Sa Thầy,Sa Bình",107.853210177501,14.369075645093801
Kon Tum,62,Sa Thầy,616,Sa Nghĩa,23542,"Kon Tum,Sa Thầy,Sa Nghĩa",107.835214020178,14.4263577181265
Kon Tum,62,Sa Thầy,616,Sa Nhơn,23533,"Kon Tum,Sa Thầy,Sa Nhơn",107.784222161404,14.4651244987223
Kon Tum,62,Sa Thầy,616,Sa Sơn,23539,"Kon Tum,Sa Thầy,Sa Sơn",107.744279413577,14.411195590129001
Kon Tum,62,Sa Thầy,616,TT. Sa Thầy,23527,"Kon Tum,Sa Thầy,TT. Sa Thầy",107.79378512738501,14.403293533498099
Kon Tum,62,Sa Thầy,616,Ya Ly,23554,"Kon Tum,Sa Thầy,Ya Ly",107.83221873810899,14.322491704985099
Kon Tum,62,Sa Thầy,616,Ya Tăng,23551,"Kon Tum,Sa Thầy,Ya Tăng",107.757760564234,14.269279891303402
Kon Tum,62,Sa Thầy,616,Ya Xiêr,23548,"Kon Tum,Sa Thầy,Ya Xiêr",107.772134483678,14.345840318832
Kon Tum,62,Tu Mơ Rông,617,Đắk Hà,23425,"Kon Tum,Tu Mơ Rông,Đắk Hà",107.953364875856,14.7967605988121
Kon Tum,62,Tu Mơ Rông,617,Đắk Na,23407,"Kon Tum,Tu Mơ Rông,Đắk Na",107.843408741052,14.9796521739075
Kon Tum,62,Tu Mơ Rông,617,Đắk Rơ Ông,23417,"Kon Tum,Tu Mơ Rông,Đắk Rơ Ông",107.87200229209499,14.8702405139395
Kon Tum,62,Tu Mơ Rông,617,Đắk Sao,23416,"Kon Tum,Tu Mơ Rông,Đắk Sao",107.829316338494,14.9063577508122
Kon Tum,62,Tu Mơ Rông,617,Đắk Tơ Kan,23419,"Kon Tum,Tu Mơ Rông,Đắk Tơ Kan",107.872145745157,14.8289463232169
Kon Tum,62,Tu Mơ Rông,617,Măng Ri,23410,"Kon Tum,Tu Mơ Rông,Măng Ri",107.920889485212,14.9696700199019
Kon Tum,62,Tu Mơ Rông,617,Ngọk Lây,23404,"Kon Tum,Tu Mơ Rông,Ngọk Lây",108.000979775925,14.9692145593729
Kon Tum,62,Tu Mơ Rông,617,Ngọk Yêu,23413,"Kon Tum,Tu Mơ Rông,Ngọk Yêu",108.09526823342699,14.8653014147922
Kon Tum,62,Tu Mơ Rông,617,Tê Xăng,23446,"Kon Tum,Tu Mơ Rông,Tê Xăng",107.942858061426,14.9233010789155
Kon Tum,62,Tu Mơ Rông,617,Tu Mơ Rông,23422,"Kon Tum,Tu Mơ Rông,Tu Mơ Rông",107.984326273822,14.854699237529399
Kon Tum,62,Tu Mơ Rông,617,Văn Xuôi,23449,"Kon Tum,Tu Mơ Rông,Văn Xuôi",108.04918336006901,14.9136925724662
Lâm Đồng,68,Bảo Lâm,680,B' Lá,25069,"Lâm Đồng,Bảo Lâm,B' Lá",107.743400045537,11.7038104051256
Lâm Đồng,68,Bảo Lâm,680,Lộc An,25084,"Lâm Đồng,Bảo Lâm,Lộc An",107.90600147414699,11.550362080063
Lâm Đồng,68,Bảo Lâm,680,Lộc Bắc,25066,"Lâm Đồng,Bảo Lâm,Lộc Bắc",107.59653994606899,11.7341442742753
Lâm Đồng,68,Bảo Lâm,680,Lộc Bảo,25057,"Lâm Đồng,Bảo Lâm,Lộc Bảo",107.692728739872,11.819333444445501
Lâm Đồng,68,Bảo Lâm,680,Lộc Đức,25081,"Lâm Đồng,Bảo Lâm,Lộc Đức",107.915160028745,11.6268683789133
Lâm Đồng,68,Bảo Lâm,680,Lộc Lâm,25060,"Lâm Đồng,Bảo Lâm,Lộc Lâm",107.81721910570299,11.815325948611
Lâm Đồng,68,Bảo Lâm,680,Lộc Nam,25093,"Lâm Đồng,Bảo Lâm,Lộc Nam",107.863947069089,11.3950596101251
Lâm Đồng,68,Bảo Lâm,680,Lộc Ngãi,25072,"Lâm Đồng,Bảo Lâm,Lộc Ngãi",107.88885397874,11.6621934207386
Lâm Đồng,68,Bảo Lâm,680,Lộc Phú,25063,"Lâm Đồng,Bảo Lâm,Lộc Phú",107.86608050097799,11.751090144814698
Lâm Đồng,68,Bảo Lâm,680,Lộc Quảng,25075,"Lâm Đồng,Bảo Lâm,Lộc Quảng",107.777179878339,11.635432643115099
Lâm Đồng,68,Bảo Lâm,680,Lộc Tân,25078,"Lâm Đồng,Bảo Lâm,Lộc Tân",107.709135399778,11.5942612659986
Lâm Đồng,68,Bảo Lâm,680,Lộc Thanh,25090,"Lâm Đồng,Bảo Lâm,Lộc Thanh",107.81249503368099,11.448391211871199
Lâm Đồng,68,Bảo Lâm,680,Tân Lạc,25087,"Lâm Đồng,Bảo Lâm,Tân Lạc",107.868215808404,11.4789648184659
Lâm Đồng,68,Bảo Lâm,680,TT. Lộc Thắng,25054,"Lâm Đồng,Bảo Lâm,TT. Lộc Thắng",107.82664566907101,11.6730085096782
Lâm Đồng,68,Bảo Lộc,673,Đại Lào,24844,"Lâm Đồng,Bảo Lộc,Đại Lào",107.748108578374,11.477757126815698
Lâm Đồng,68,Bảo Lộc,673,Đạm Bri,24832,"Lâm Đồng,Bảo Lộc,Đạm Bri",107.769936618988,11.607851446467901
Lâm Đồng,68,Bảo Lộc,673,Lộc Châu,24841,"Lâm Đồng,Bảo Lộc,Lộc Châu",107.767915740565,11.5120937535769
Lâm Đồng,68,Bảo Lộc,673,Lộc Nga,24838,"Lâm Đồng,Bảo Lộc,Lộc Nga",107.862482329542,11.5286348479752
Lâm Đồng,68,Bảo Lộc,673,Lộc Thanh,24835,"Lâm Đồng,Bảo Lộc,Lộc Thanh",107.86200859571,11.5675412448489
Lâm Đồng,68,Bảo Lộc,673,P. 1,24823,"Lâm Đồng,Bảo Lộc,P. 1",107.815419619739,11.554463262971401
Lâm Đồng,68,Bảo Lộc,673,P. Lộc Phát,24814,"Lâm Đồng,Bảo Lộc,P. Lộc Phát",107.833683293565,11.581119379054599
Lâm Đồng,68,Bảo Lộc,673,P. Lộc Sơn,24829,"Lâm Đồng,Bảo Lộc,P. Lộc Sơn",107.827588345825,11.524616197374
Lâm Đồng,68,Bảo Lộc,673,P. Lộc Tiến,24817,"Lâm Đồng,Bảo Lộc,P. Lộc Tiến",107.77400541738899,11.546467247017
Lâm Đồng,68,Cát Tiên,683,Đồng Nai Thượng,25192,"Lâm Đồng,Cát Tiên,Đồng Nai Thượng",107.45296340933201,11.7389409133848
Lâm Đồng,68,Cát Tiên,683,Đức Phổ,25183,"Lâm Đồng,Cát Tiên,Đức Phổ",107.34520000224899,11.573602942689801
Lâm Đồng,68,Cát Tiên,683,Gia Viễn,25168,"Lâm Đồng,Cát Tiên,Gia Viễn",107.363092253352,11.633674832548099
Lâm Đồng,68,Cát Tiên,683,Mỹ Lâm,25174,"Lâm Đồng,Cát Tiên,Mỹ Lâm",107.407222200289,11.6062609754861
Lâm Đồng,68,Cát Tiên,683,Nam Ninh,25171,"Lâm Đồng,Cát Tiên,Nam Ninh",107.415249720798,11.638172540252599
Lâm Đồng,68,Cát Tiên,683,Phước Cát 1,25180,"Lâm Đồng,Cát Tiên,Phước Cát 1",107.321910607017,11.5771343180343
Lâm Đồng,68,Cát Tiên,683,Phước Cát 2,25165,"Lâm Đồng,Cát Tiên,Phước Cát 2",107.329175324476,11.688195521831998
Lâm Đồng,68,Cát Tiên,683,Quảng Ngãi,25189,"Lâm Đồng,Cát Tiên,Quảng Ngãi",107.38710057329399,11.5337793823668
Lâm Đồng,68,Cát Tiên,683,Tiên Hoàng,25162,"Lâm Đồng,Cát Tiên,Tiên Hoàng",107.414297152597,11.6779833068966
Lâm Đồng,68,Cát Tiên,683,TT. Cát Tiên,25159,"Lâm Đồng,Cát Tiên,TT. Cát Tiên",107.371408247755,11.5852445124911
Lâm Đồng,68,Cát Tiên,683,Tư Nghĩa,25177,"Lâm Đồng,Cát Tiên,Tư Nghĩa",107.401932521049,11.5710515596681
Lâm Đồng,68,Đạ Huoai,681,Đạ M'ri,25102,"Lâm Đồng,Đạ Huoai,Đạ M'ri",107.669226138578,11.4892653313448
Lâm Đồng,68,Đạ Huoai,681,Đạ Oai,25111,"Lâm Đồng,Đạ Huoai,Đạ Oai",107.502964972295,11.4483492809764
Lâm Đồng,68,Đạ Huoai,681,Đạ Ploa,25114,"Lâm Đồng,Đạ Huoai,Đạ Ploa",107.71719003380699,11.3898998125106
Lâm Đồng,68,Đạ Huoai,681,Đạ Tồn,25108,"Lâm Đồng,Đạ Huoai,Đạ Tồn",107.554789513237,11.452774766881499
Lâm Đồng,68,Đạ Huoai,681,Đoàn Kết,25120,"Lâm Đồng,Đạ Huoai,Đoàn Kết",107.673983611861,11.346696457636302
Lâm Đồng,68,Đạ Huoai,681,Hà Lâm,25105,"Lâm Đồng,Đạ Huoai,Hà Lâm",107.60576414717899,11.392875518726198
Lâm Đồng,68,Đạ Huoai,681,Ma Đa Guôi,25117,"Lâm Đồng,Đạ Huoai,Ma Đa Guôi",107.51346685181801,11.404478789870698
Lâm Đồng,68,Đạ Huoai,681,Phước Lộc,25123,"Lâm Đồng,Đạ Huoai,Phước Lộc",107.616639680258,11.4786946631923
Lâm Đồng,68,Đạ Huoai,681,TT. Đạ M'ri,25096,"Lâm Đồng,Đạ Huoai,TT. Đạ M'ri",107.692174141403,11.425710207539101
Lâm Đồng,68,Đạ Huoai,681,TT. Ma Đa Guôi,25099,"Lâm Đồng,Đạ Huoai,TT. Ma Đa Guôi",107.54998613714399,11.3894524457325
Lâm Đồng,68,Đà Lạt,672,P. 1,24784,"Lâm Đồng,Đà Lạt,P. 1",108.442448213093,11.9446754880261
Lâm Đồng,68,Đà Lạt,672,P. 10,24796,"Lâm Đồng,Đà Lạt,P. 10",108.46553598333401,11.9218349260165
Lâm Đồng,68,Đà Lạt,672,P. 11,24799,"Lâm Đồng,Đà Lạt,P. 11",108.489262588572,11.935144695276199
Lâm Đồng,68,Đà Lạt,672,P. 12,24775,"Lâm Đồng,Đà Lạt,P. 12",108.486761467492,11.9752672013324
Lâm Đồng,68,Đà Lạt,672,P. 3,24802,"Lâm Đồng,Đà Lạt,P. 3",108.45897783275,11.8968882426559
Lâm Đồng,68,Đà Lạt,672,P. 4,24793,"Lâm Đồng,Đà Lạt,P. 4",108.418553846707,11.8962710313197
Lâm Đồng,68,Đà Lạt,672,P. 5,24790,"Lâm Đồng,Đà Lạt,P. 5",108.378789644848,11.951634679522
Lâm Đồng,68,Đà Lạt,672,P. 7,24769,"Lâm Đồng,Đà Lạt,P. 7",108.398379412544,11.9796778105745
Lâm Đồng,68,Đà Lạt,672,P. 8,24772,"Lâm Đồng,Đà Lạt,P. 8",108.45268036160101,11.979258528638999
Lâm Đồng,68,Đà Lạt,672,P. 9,24778,"Lâm Đồng,Đà Lạt,P. 9",108.46604101485799,11.9558878592582
Lâm Đồng,68,Đà Lạt,672,Tà Nung,24808,"Lâm Đồng,Đà Lạt,Tà Nung",108.359069756141,11.9197000331915
Lâm Đồng,68,Đà Lạt,672,Trạm Hành,24810,"Lâm Đồng,Đà Lạt,Trạm Hành",108.548422604741,11.854582100989001
Lâm Đồng,68,Đà Lạt,672,Xuân Thọ,24805,"Lâm Đồng,Đà Lạt,Xuân Thọ",108.53004918907101,11.9389957283552
Lâm Đồng,68,Đà Lạt,672,Xuân Trường,24811,"Lâm Đồng,Đà Lạt,Xuân Trường",108.52730432014098,11.881743630697699
Lâm Đồng,68,Đam Rông,674,Đạ KNàng,24889,"Lâm Đồng,Đam Rông,Đạ KNàng",108.139425960525,11.899380172337999
Lâm Đồng,68,Đam Rông,674,Đạ Long,24856,"Lâm Đồng,Đam Rông,Đạ Long",108.236678756222,12.125223479649401
Lâm Đồng,68,Đam Rông,674,Đa M'Rong,24859,"Lâm Đồng,Đam Rông,Đa M'Rong",108.329408408099,12.1488253228912
Lâm Đồng,68,Đam Rông,674,Đạ R'Sal,24875,"Lâm Đồng,Đam Rông,Đạ R'Sal",108.14281356259,12.141912405540301
Lâm Đồng,68,Đam Rông,674,Đạ Tông,24853,"Lâm Đồng,Đam Rông,Đạ Tông",108.30712378132799,12.1245784796441
Lâm Đồng,68,Đam Rông,674,Liêng S'Roin,24874,"Lâm Đồng,Đam Rông,Liêng S'Roin",108.07105329885401,12.0618701144729
Lâm Đồng,68,Đam Rông,674,Phi Liêng,24886,"Lâm Đồng,Đam Rông,Phi Liêng",108.10989043445998,11.964770932908301
Lâm Đồng,68,Đam Rông,674,Rô Men,24877,"Lâm Đồng,Đam Rông,Rô Men",108.197247326675,12.061655588534698
Lâm Đồng,68,Đạ Tẻh,682,An Nhơn,25129,"Lâm Đồng,Đạ Tẻh,An Nhơn",107.47169723789301,11.6122505362546
Lâm Đồng,68,Đạ Tẻh,682,Đạ Kho,25153,"Lâm Đồng,Đạ Tẻh,Đạ Kho",107.48400355334499,11.4682904571046
Lâm Đồng,68,Đạ Tẻh,682,Đạ Lây,25141,"Lâm Đồng,Đạ Tẻh,Đạ Lây",107.42514535176599,11.5688964934866
Lâm Đồng,68,Đạ Tẻh,682,Đạ Pal,25156,"Lâm Đồng,Đạ Tẻh,Đạ Pal",107.606193798369,11.5516906025323
Lâm Đồng,68,Đạ Tẻh,682,Hà Đông,25150,"Lâm Đồng,Đạ Tẻh,Hà Đông",107.51283193806299,11.5330001775378
Lâm Đồng,68,Đạ Tẻh,682,Hương Lâm,25144,"Lâm Đồng,Đạ Tẻh,Hương Lâm",107.44277962271099,11.5731379931958
Lâm Đồng,68,Đạ Tẻh,682,Mỹ Đức,25135,"Lâm Đồng,Đạ Tẻh,Mỹ Đức",107.57085921362801,11.619796470116901
Lâm Đồng,68,Đạ Tẻh,682,Quảng Trị,25138,"Lâm Đồng,Đạ Tẻh,Quảng Trị",107.599881676835,11.5854885700724
Lâm Đồng,68,Đạ Tẻh,682,Quốc Oai,25132,"Lâm Đồng,Đạ Tẻh,Quốc Oai",107.512165769507,11.627987717414
Lâm Đồng,68,Đạ Tẻh,682,Triệu Hải,25147,"Lâm Đồng,Đạ Tẻh,Triệu Hải",107.549781926194,11.504405947755401
Lâm Đồng,68,Đạ Tẻh,682,TT. Đạ Tẻh,25126,"Lâm Đồng,Đạ Tẻh,TT. Đạ Tẻh",107.48375581056801,11.5211019892753
Lâm Đồng,68,Di Linh,679,Bảo Thuận,25033,"Lâm Đồng,Di Linh,Bảo Thuận",108.14923616494801,11.4483896468978
Lâm Đồng,68,Di Linh,679,Đinh Lạc,25018,"Lâm Đồng,Di Linh,Đinh Lạc",108.130564478591,11.623867258181901
Lâm Đồng,68,Di Linh,679,Đinh Trang Hòa,25024,"Lâm Đồng,Di Linh,Đinh Trang Hòa",107.958655668587,11.5718682022198
Lâm Đồng,68,Di Linh,679,Đinh Trang Thượng,25003,"Lâm Đồng,Di Linh,Đinh Trang Thượng",107.95307759657601,11.760376398620801
Lâm Đồng,68,Di Linh,679,Gia Bắc,25051,"Lâm Đồng,Di Linh,Gia Bắc",108.097277163937,11.333682354976098
Lâm Đồng,68,Di Linh,679,Gia Hiệp,25015,"Lâm Đồng,Di Linh,Gia Hiệp",108.17599886980699,11.6244923564274
Lâm Đồng,68,Di Linh,679,Gung Ré,25030,"Lâm Đồng,Di Linh,Gung Ré",108.07084246701099,11.493749088311
Lâm Đồng,68,Di Linh,679,Hòa Bắc,25045,"Lâm Đồng,Di Linh,Hòa Bắc",107.95927400291,11.424939743969901
Lâm Đồng,68,Di Linh,679,Hòa Nam,25042,"Lâm Đồng,Di Linh,Hòa Nam",107.903674454368,11.444805603203198
Lâm Đồng,68,Di Linh,679,Hòa Ninh,25036,"Lâm Đồng,Di Linh,Hòa Ninh",107.926454909906,11.511769071203402
Lâm Đồng,68,Di Linh,679,Hòa Trung,25039,"Lâm Đồng,Di Linh,Hòa Trung",107.969816728879,11.5026820048227
Lâm Đồng,68,Di Linh,679,Liên Đầm,25027,"Lâm Đồng,Di Linh,Liên Đầm",108.010198553199,11.5383090155661
Lâm Đồng,68,Di Linh,679,Sơn Điền,25048,"Lâm Đồng,Di Linh,Sơn Điền",108.025746692538,11.3700448952686
Lâm Đồng,68,Di Linh,679,Tam Bố,25021,"Lâm Đồng,Di Linh,Tam Bố",108.223459782908,11.483140890942199
Lâm Đồng,68,Di Linh,679,Tân Châu,25009,"Lâm Đồng,Di Linh,Tân Châu",108.03938276437599,11.6206825412729
Lâm Đồng,68,Di Linh,679,Tân Lâm,25007,"Lâm Đồng,Di Linh,Tân Lâm",107.98415240938,11.6714813791236
Lâm Đồng,68,Di Linh,679,Tân Nghĩa,25012,"Lâm Đồng,Di Linh,Tân Nghĩa",108.092328658677,11.640923395750198
Lâm Đồng,68,Di Linh,679,Tân Thượng,25006,"Lâm Đồng,Di Linh,Tân Thượng",108.03445502505801,11.667810008426098
Lâm Đồng,68,Di Linh,679,TT. Di Linh,25000,"Lâm Đồng,Di Linh,TT. Di Linh",108.06441806156799,11.586515700861199
Lâm Đồng,68,Đơn Dương,677,Đạ Ròn,24937,"Lâm Đồng,Đơn Dương,Đạ Ròn",108.45684728681299,11.777647095778999
Lâm Đồng,68,Đơn Dương,677,Ka Đô,24943,"Lâm Đồng,Đơn Dương,Ka Đô",108.60562998405099,11.726796522311801
Lâm Đồng,68,Đơn Dương,677,Ka Đơn,24949,"Lâm Đồng,Đơn Dương,Ka Đơn",108.495149410527,11.705763765759402
Lâm Đồng,68,Đơn Dương,677,Lạc Lâm,24940,"Lâm Đồng,Đơn Dương,Lạc Lâm",108.51587844507699,11.7929767932124
Lâm Đồng,68,Đơn Dương,677,Lạc Xuân,24934,"Lâm Đồng,Đơn Dương,Lạc Xuân",108.608005062771,11.776717232339802
Lâm Đồng,68,Đơn Dương,677,Pró,24955,"Lâm Đồng,Đơn Dương,Pró",108.584969819305,11.685671306090901
Lâm Đồng,68,Đơn Dương,677,Quảng Lập,24946,"Lâm Đồng,Đơn Dương,Quảng Lập",108.516856904263,11.740836237725999
Lâm Đồng,68,Đơn Dương,677,TT. D'Ran,24928,"Lâm Đồng,Đơn Dương,TT. D'Ran",108.61784423393699,11.893054268192898
Lâm Đồng,68,Đơn Dương,677,TT. Thạch Mỹ,24931,"Lâm Đồng,Đơn Dương,TT. Thạch Mỹ",108.48633845581101,11.7670670508074
Lâm Đồng,68,Đơn Dương,677,Tu Tra,24952,"Lâm Đồng,Đơn Dương,Tu Tra",108.442974456106,11.6995172939703
Lâm Đồng,68,Đức Trọng,678,Bình Thạnh,24970,"Lâm Đồng,Đức Trọng,Bình Thạnh",108.28963744316,11.774379800641197
Lâm Đồng,68,Đức Trọng,678,Đà Loan,24994,"Lâm Đồng,Đức Trọng,Đà Loan",108.393257461163,11.5624725716069
Lâm Đồng,68,Đức Trọng,678,Đạ Quyn,24989,"Lâm Đồng,Đức Trọng,Đạ Quyn",108.518613809608,11.5962691605038
Lâm Đồng,68,Đức Trọng,678,Hiệp An,24961,"Lâm Đồng,Đức Trọng,Hiệp An",108.453356692183,11.836664735016802
Lâm Đồng,68,Đức Trọng,678,Hiệp Thạnh,24967,"Lâm Đồng,Đức Trọng,Hiệp Thạnh",108.410613784196,11.7789048948084
Lâm Đồng,68,Đức Trọng,678,Liên Hiệp,24964,"Lâm Đồng,Đức Trọng,Liên Hiệp",108.37090835452899,11.7809496233849
Lâm Đồng,68,Đức Trọng,678,Ninh Gia,24985,"Lâm Đồng,Đức Trọng,Ninh Gia",108.270560126105,11.6110990219762
Lâm Đồng,68,Đức Trọng,678,Ninh Loan,24997,"Lâm Đồng,Đức Trọng,Ninh Loan",108.33524189660601,11.545937484851502
Lâm Đồng,68,Đức Trọng,678,N'Thol Hạ,24973,"Lâm Đồng,Đức Trọng,N'Thol Hạ",108.317381076159,11.7614827898392
Lâm Đồng,68,Đức Trọng,678,Phú Hội,24982,"Lâm Đồng,Đức Trọng,Phú Hội",108.35958273790199,11.664455842968302
Lâm Đồng,68,Đức Trọng,678,Tà Hine,24991,"Lâm Đồng,Đức Trọng,Tà Hine",108.346330051297,11.594885763950698
Lâm Đồng,68,Đức Trọng,678,Tà Năng,24988,"Lâm Đồng,Đức Trọng,Tà Năng",108.44492441312201,11.5799326873156
Lâm Đồng,68,Đức Trọng,678,Tân Hội,24976,"Lâm Đồng,Đức Trọng,Tân Hội",108.28880457285,11.7226571505217
Lâm Đồng,68,Đức Trọng,678,Tân Thành,24979,"Lâm Đồng,Đức Trọng,Tân Thành",108.270458959332,11.701454429657499
Lâm Đồng,68,Đức Trọng,678,TT. Liên Nghĩa,24958,"Lâm Đồng,Đức Trọng,TT. Liên Nghĩa",108.36712990480301,11.7269864080845
Lâm Đồng,68,Lạc Dương,675,Đạ Chais,24847,"Lâm Đồng,Lạc Dương,Đạ Chais",108.652345774899,12.171786809849902
Lâm Đồng,68,Lạc Dương,675,Da Nhim,24848,"Lâm Đồng,Lạc Dương,Da Nhim",108.549363930308,12.1778632848371
Lâm Đồng,68,Lạc Dương,675,Đạ Sar,24865,"Lâm Đồng,Lạc Dương,Đạ Sar",108.562679274139,12.0225073647787
Lâm Đồng,68,Lạc Dương,675,Đưng KNớ,24850,"Lâm Đồng,Lạc Dương,Đưng KNớ",108.42333596350201,12.2187250153075
Lâm Đồng,68,Lạc Dương,675,Lát,24862,"Lâm Đồng,Lạc Dương,Lát",108.39881347669399,12.070156996925002
Lâm Đồng,68,Lạc Dương,675,TT. Lạc Dương,24846,"Lâm Đồng,Lạc Dương,TT. Lạc Dương",108.431080000544,12.036028747063401
Lâm Đồng,68,Lâm Hà,676,Đạ Đờn,24895,"Lâm Đồng,Lâm Hà,Đạ Đờn",108.201886291112,11.839045358215001
Lâm Đồng,68,Lâm Hà,676,Đan Phượng,24922,"Lâm Đồng,Lâm Hà,Đan Phượng",108.198316210608,11.6862690538661
Lâm Đồng,68,Lâm Hà,676,Đông Thanh,24901,"Lâm Đồng,Lâm Hà,Đông Thanh",108.38477082710199,11.844135597927101
Lâm Đồng,68,Lâm Hà,676,Gia Lâm,24904,"Lâm Đồng,Lâm Hà,Gia Lâm",108.338310561136,11.803681022688698
Lâm Đồng,68,Lâm Hà,676,Hoài Đức,24913,"Lâm Đồng,Lâm Hà,Hoài Đức",108.14401529552799,11.742178532769302
Lâm Đồng,68,Lâm Hà,676,Liên Hà,24919,"Lâm Đồng,Lâm Hà,Liên Hà",108.132222170994,11.6951754678774
Lâm Đồng,68,Lâm Hà,676,Mê Linh,24892,"Lâm Đồng,Lâm Hà,Mê Linh",108.33570420240801,11.8848790315589
Lâm Đồng,68,Lâm Hà,676,Nam Hà,24925,"Lâm Đồng,Lâm Hà,Nam Hà",108.29244614933701,11.8362217344255
Lâm Đồng,68,Lâm Hà,676,Phi Tô,24883,"Lâm Đồng,Lâm Hà,Phi Tô",108.26909817864401,11.898648359029698
Lâm Đồng,68,Lâm Hà,676,Phúc Thọ,24898,"Lâm Đồng,Lâm Hà,Phúc Thọ",108.10954584486099,11.8149327891554
Lâm Đồng,68,Lâm Hà,676,Phú Sơn,24880,"Lâm Đồng,Lâm Hà,Phú Sơn",108.232577853463,11.9612543536176
Lâm Đồng,68,Lâm Hà,676,Tân Hà,24916,"Lâm Đồng,Lâm Hà,Tân Hà",108.206302728547,11.7331147777195
Lâm Đồng,68,Lâm Hà,676,Tân Thanh,24907,"Lâm Đồng,Lâm Hà,Tân Thanh",108.058366521518,11.7586342411201
Lâm Đồng,68,Lâm Hà,676,Tân Văn,24910,"Lâm Đồng,Lâm Hà,Tân Văn",108.219193543577,11.7738021914177
Lâm Đồng,68,Lâm Hà,676,TT. Đinh Văn,24871,"Lâm Đồng,Lâm Hà,TT. Đinh Văn",108.263396699001,11.7871981202851
Lâm Đồng,68,Lâm Hà,676,TT. Nam Ban,24868,"Lâm Đồng,Lâm Hà,TT. Nam Ban",108.332128890245,11.8450180750618
